partno,name,typeof,width,height,depth,weight,level,loadbear,updown,color
BoxType1_#88,BoxType1,cube,128,155,250,270,1,100,False,white
BoxType1_#89,BoxType1,cube,379,477,141,195,1,100,False,white
BoxType1_#90,BoxType1,cube,232,249,455,184,1,100,False,blue
BoxType1_#91,BoxType1,cube,155,442,443,262,3,100,False,green
BoxType1_#92,BoxType1,cube,200,354,215,475,2,100,False,white
BoxType1_#93,BoxType1,cube,423,239,324,213,1,100,True,green
BoxType1_#94,BoxType1,cube,423,371,407,156,1,100,False,white
BoxType1_#95,BoxType1,cube,249,164,267,303,3,100,False,blue
BoxType1_#96,BoxType1,cube,198,260,112,253,1,100,True,green
BoxType1_#97,BoxType1,cube,373,193,478,357,1,100,True,red
BoxType1_#98,BoxType1,cube,175,279,466,196,2,100,True,white
BoxType1_#99,BoxType1,cube,154,343,260,132,2,100,True,black
BoxType1_#100,BoxType1,cube,121,172,430,316,3,100,True,green
BoxType1_#101,BoxType1,cube,456,277,498,316,3,100,False,red
BoxType1_#102,BoxType1,cube,344,425,184,125,1,100,True,blue
BoxType1_#103,BoxType1,cube,123,257,238,197,2,100,True,green
BoxType1_#104,BoxType1,cube,194,327,149,369,2,100,True,white
BoxType1_#105,BoxType1,cube,357,109,281,393,1,100,False,blue
BoxType1_#106,BoxType1,cube,262,431,341,337,1,100,False,blue
BoxType1_#107,BoxType1,cube,450,222,152,347,3,100,True,blue
BoxType1_#108,BoxType1,cube,144,226,337,330,1,100,False,blue
BoxType1_#109,BoxType1,cube,480,404,159,108,2,100,False,black
BoxType1_#110,BoxType1,cube,200,269,355,107,1,100,True,white
BoxType1_#111,BoxType1,cube,402,287,490,416,3,100,True,red
BoxType1_#112,BoxType1,cube,104,134,359,305,3,100,True,white
BoxType1_#113,BoxType1,cube,455,492,206,280,2,100,True,green
BoxType1_#114,BoxType1,cube,366,177,370,365,1,100,True,blue
BoxType1_#115,BoxType1,cube,104,295,270,134,3,100,False,blue
BoxType1_#116,BoxType1,cube,212,412,236,363,2,100,False,black
BoxType1_#117,BoxType1,cube,485,365,297,297,2,100,False,blue
BoxType1_#118,BoxType1,cube,472,485,217,438,3,100,True,red
BoxType1_#119,BoxType1,cube,391,441,299,457,1,100,True,red
BoxType1_#120,BoxType1,cube,401,149,189,317,3,100,False,green
BoxType1_#121,BoxType1,cube,348,413,124,273,3,100,True,white
BoxType1_#122,BoxType1,cube,363,109,111,239,1,100,False,black
BoxType1_#123,BoxType1,cube,446,384,166,165,1,100,False,green
BoxType1_#124,BoxType1,cube,414,436,191,300,3,100,False,black
BoxType1_#125,BoxType1,cube,275,301,126,474,1,100,False,blue
BoxType1_#126,BoxType1,cube,339,137,114,421,2,100,False,red
BoxType1_#127,BoxType1,cube,106,303,491,155,1,100,True,black
BoxType1_#128,BoxType1,cube,470,294,445,446,1,100,False,red
BoxType1_#129,BoxType1,cube,107,171,329,127,3,100,True,green
BoxType1_#130,BoxType1,cube,118,240,413,169,1,100,False,red
BoxType1_#131,BoxType1,cube,111,377,391,136,2,100,True,blue
BoxType1_#132,BoxType1,cube,447,466,268,244,1,100,False,black
BoxType1_#133,BoxType1,cube,299,478,191,383,2,100,False,white
BoxType1_#134,BoxType1,cube,450,191,380,226,1,100,True,red
BoxType1_#135,BoxType1,cube,257,442,492,192,3,100,False,red
BoxType1_#136,BoxType1,cube,247,164,387,437,2,100,True,white
BoxType1_#137,BoxType1,cube,154,467,309,312,2,100,False,green
BoxType1_#138,BoxType1,cube,355,472,277,498,1,100,True,red
BoxType1_#139,BoxType1,cube,427,180,340,379,2,100,False,blue
BoxType1_#140,BoxType1,cube,133,452,177,129,1,100,True,black
BoxType1_#141,BoxType1,cube,385,259,199,404,2,100,True,black
BoxType1_#142,BoxType1,cube,397,425,342,409,1,100,True,green
BoxType1_#143,BoxType1,cube,131,126,118,323,3,100,False,red
BoxType1_#144,BoxType1,cube,213,216,297,228,2,100,True,red
BoxType1_#145,BoxType1,cube,136,110,439,129,3,100,False,white
BoxType1_#146,BoxType1,cube,487,239,150,143,2,100,True,green
BoxType1_#147,BoxType1,cube,208,464,358,323,1,100,True,red
BoxType1_#148,BoxType1,cube,470,371,442,250,2,100,True,black
BoxType1_#149,BoxType1,cube,215,369,326,212,2,100,False,green
BoxType1_#150,BoxType1,cube,209,421,130,114,3,100,True,red
BoxType1_#151,BoxType1,cube,399,277,279,276,3,100,False,white
BoxType1_#152,BoxType1,cube,407,131,298,216,3,100,False,white
BoxType1_#153,BoxType1,cube,410,426,485,343,1,100,False,red
BoxType1_#154,BoxType1,cube,142,122,113,459,1,100,True,green
BoxType1_#155,BoxType1,cube,307,222,318,116,1,100,False,blue
BoxType1_#156,BoxType1,cube,484,182,479,185,2,100,False,white
BoxType1_#157,BoxType1,cube,380,286,446,440,1,100,True,blue
BoxType1_#158,BoxType1,cube,473,417,425,195,3,100,True,blue
BoxType1_#159,BoxType1,cube,194,165,103,480,2,100,True,green
BoxType1_#160,BoxType1,cube,396,480,303,345,3,100,True,blue
BoxType1_#161,BoxType1,cube,494,479,270,455,1,100,False,white
BoxType1_#162,BoxType1,cube,200,216,109,195,2,100,True,white
BoxType1_#163,BoxType1,cube,322,166,158,307,2,100,False,white
BoxType1_#164,BoxType1,cube,379,303,351,395,2,100,True,blue
BoxType1_#165,BoxType1,cube,500,174,383,473,2,100,False,black
BoxType1_#166,BoxType1,cube,122,357,243,278,3,100,False,blue
BoxType1_#167,BoxType1,cube,136,247,377,108,3,100,True,white
BoxType1_#168,BoxType1,cube,261,437,381,262,3,100,False,white
BoxType1_#169,BoxType1,cube,332,159,266,442,2,100,False,blue
BoxType1_#170,BoxType1,cube,291,401,414,434,1,100,False,white
BoxType1_#171,BoxType1,cube,490,393,226,104,3,100,False,green
BoxType1_#172,BoxType1,cube,400,444,105,298,2,100,False,red
BoxType1_#173,BoxType1,cube,376,437,413,157,3,100,False,red
BoxType1_#174,BoxType1,cube,324,266,392,420,3,100,True,white
BoxType1_#175,BoxType1,cube,289,183,447,260,3,100,True,green
BoxType1_#176,BoxType1,cube,382,216,361,228,2,100,False,black
BoxType1_#177,BoxType1,cube,278,306,166,289,1,100,True,green
BoxType1_#178,BoxType1,cube,383,467,178,372,1,100,True,red
BoxType1_#179,BoxType1,cube,473,147,289,346,2,100,False,red
BoxType1_#180,BoxType1,cube,189,493,150,142,1,100,False,blue
BoxType1_#181,BoxType1,cube,104,430,412,100,2,100,True,red
BoxType1_#182,BoxType1,cube,498,241,138,165,2,100,True,green
BoxType1_#183,BoxType1,cube,368,419,489,308,3,100,False,green
BoxType1_#184,BoxType1,cube,107,233,212,361,1,100,False,blue
BoxType1_#185,BoxType1,cube,107,449,296,436,1,100,True,red
BoxType1_#186,BoxType1,cube,453,377,479,339,3,100,False,red
BoxType1_#187,BoxType1,cube,213,339,175,124,3,100,False,blue
BoxType1_#188,BoxType1,cube,143,449,362,426,1,100,False,green
BoxType1_#189,BoxType1,cube,180,273,356,371,3,100,True,white
BoxType1_#190,BoxType1,cube,135,296,162,295,1,100,True,white
BoxType1_#191,BoxType1,cube,486,164,482,159,2,100,True,blue
BoxType1_#192,BoxType1,cube,138,163,380,278,2,100,False,blue
BoxType1_#193,BoxType1,cube,274,191,171,293,2,100,True,black
BoxType1_#194,BoxType1,cube,360,391,464,302,2,100,False,blue
BoxType1_#195,BoxType1,cube,230,353,375,494,2,100,False,green
BoxType1_#196,BoxType1,cube,454,347,304,179,2,100,False,black
BoxType1_#197,BoxType1,cube,293,149,409,148,3,100,False,blue
BoxType1_#198,BoxType1,cube,288,216,374,238,2,100,True,green
BoxType1_#199,BoxType1,cube,179,465,118,492,3,100,False,blue
BoxType1_#200,BoxType1,cube,249,390,197,398,1,100,True,black
BoxType1_#201,BoxType1,cube,116,281,253,204,1,100,False,black
BoxType1_#202,BoxType1,cube,231,107,449,297,1,100,False,red
BoxType1_#203,BoxType1,cube,375,100,388,185,3,100,False,green
BoxType1_#204,BoxType1,cube,245,386,322,397,2,100,True,green
BoxType1_#205,BoxType1,cube,373,236,493,390,2,100,True,white
BoxType1_#206,BoxType1,cube,135,368,479,369,3,100,True,red
BoxType1_#207,BoxType1,cube,378,464,414,490,3,100,False,red
BoxType1_#208,BoxType1,cube,349,424,408,176,3,100,False,blue
BoxType1_#209,BoxType1,cube,224,108,148,296,2,100,True,green
BoxType1_#210,BoxType1,cube,374,412,256,193,3,100,True,black
BoxType1_#211,BoxType1,cube,471,381,157,433,1,100,True,blue
BoxType1_#212,BoxType1,cube,346,119,444,211,1,100,False,white
BoxType1_#213,BoxType1,cube,356,172,236,171,1,100,False,green
BoxType1_#214,BoxType1,cube,349,500,188,489,1,100,False,blue
BoxType1_#215,BoxType1,cube,484,380,295,143,1,100,False,white
BoxType1_#216,BoxType1,cube,473,481,444,282,1,100,False,blue
BoxType1_#217,BoxType1,cube,153,217,293,458,2,100,False,black
BoxType1_#218,BoxType1,cube,183,420,472,172,3,100,False,red
BoxType1_#219,BoxType1,cube,439,419,347,424,2,100,False,white
BoxType1_#220,BoxType1,cube,216,426,110,306,1,100,True,red
BoxType1_#221,BoxType1,cube,374,479,249,228,1,100,False,red
BoxType1_#222,BoxType1,cube,147,314,133,487,2,100,True,blue
BoxType1_#223,BoxType1,cube,480,171,356,171,3,100,True,red
BoxType1_#224,BoxType1,cube,130,305,349,414,3,100,False,white
BoxType1_#225,BoxType1,cube,130,383,454,359,2,100,True,blue
BoxType1_#226,BoxType1,cube,144,332,288,294,2,100,True,blue
BoxType1_#227,BoxType1,cube,215,495,451,344,1,100,True,red
BoxType1_#228,BoxType1,cube,373,226,391,184,1,100,True,red
BoxType1_#229,BoxType1,cube,149,500,286,308,1,100,True,red
BoxType1_#230,BoxType1,cube,413,290,399,237,2,100,True,white
BoxType1_#231,BoxType1,cube,223,358,128,414,1,100,True,white
BoxType1_#232,BoxType1,cube,207,144,266,178,1,100,True,green
BoxType1_#233,BoxType1,cube,320,109,381,438,3,100,True,white
BoxType1_#234,BoxType1,cube,453,126,298,179,3,100,True,blue
BoxType1_#235,BoxType1,cube,412,318,113,343,3,100,True,blue
BoxType1_#236,BoxType1,cube,451,352,359,460,3,100,False,white
BoxType1_#237,BoxType1,cube,437,345,273,407,1,100,False,red
BoxType1_#238,BoxType1,cube,301,455,444,294,3,100,True,blue
BoxType1_#239,BoxType1,cube,287,205,407,214,3,100,True,green
BoxType1_#240,BoxType1,cube,208,467,427,247,1,100,False,blue
BoxType1_#241,BoxType1,cube,380,110,308,490,2,100,False,red
BoxType1_#242,BoxType1,cube,422,386,141,263,1,100,False,black
BoxType1_#243,BoxType1,cube,228,104,151,146,1,100,False,white
BoxType1_#244,BoxType1,cube,181,273,268,307,2,100,True,red
BoxType1_#245,BoxType1,cube,450,469,159,195,2,100,False,blue
BoxType1_#246,BoxType1,cube,352,138,239,349,3,100,True,green
BoxType1_#247,BoxType1,cube,387,408,362,448,2,100,False,red
BoxType1_#248,BoxType1,cube,199,499,441,404,3,100,True,green
BoxType1_#249,BoxType1,cube,495,268,198,452,3,100,True,white
BoxType1_#250,BoxType1,cube,350,247,454,257,2,100,False,blue
BoxType1_#251,BoxType1,cube,455,252,308,161,3,100,True,white
BoxType1_#252,BoxType1,cube,357,232,362,144,2,100,False,white
BoxType1_#253,BoxType1,cube,323,475,243,226,1,100,True,red
BoxType1_#254,BoxType1,cube,479,285,421,268,3,100,True,green
BoxType1_#255,BoxType1,cube,185,481,359,343,3,100,False,blue
BoxType1_#256,BoxType1,cube,306,308,254,208,3,100,False,red
BoxType1_#257,BoxType1,cube,402,389,263,374,1,100,True,green
BoxType1_#258,BoxType1,cube,470,430,113,236,2,100,True,blue
BoxType1_#259,BoxType1,cube,428,226,269,181,1,100,True,white
BoxType1_#260,BoxType1,cube,380,399,415,264,1,100,True,green
BoxType1_#261,BoxType1,cube,254,180,288,329,1,100,True,black
BoxType1_#262,BoxType1,cube,348,466,440,207,3,100,False,green
BoxType1_#263,BoxType1,cube,168,328,372,230,2,100,False,white
BoxType1_#264,BoxType1,cube,182,370,143,486,2,100,False,green
BoxType1_#265,BoxType1,cube,327,499,295,145,2,100,True,black
BoxType1_#266,BoxType1,cube,242,133,128,108,3,100,False,red
BoxType1_#267,BoxType1,cube,378,145,491,486,3,100,False,black
BoxType1_#268,BoxType1,cube,430,400,417,159,3,100,False,blue
BoxType1_#269,BoxType1,cube,110,132,332,494,1,100,False,black
BoxType1_#270,BoxType1,cube,349,363,440,296,1,100,False,white
BoxType1_#271,BoxType1,cube,101,253,228,227,2,100,True,red
BoxType1_#272,BoxType1,cube,212,496,200,156,1,100,True,red
BoxType1_#273,BoxType1,cube,412,254,111,460,1,100,True,red
BoxType1_#274,BoxType1,cube,168,411,460,110,3,100,True,red
BoxType1_#275,BoxType1,cube,440,488,420,327,2,100,True,white
BoxType1_#276,BoxType1,cube,369,207,425,110,1,100,True,white
BoxType1_#277,BoxType1,cube,175,265,463,328,3,100,True,black
BoxType1_#278,BoxType1,cube,230,322,224,263,2,100,False,green
BoxType1_#279,BoxType1,cube,188,495,260,118,3,100,False,red
BoxType1_#280,BoxType1,cube,189,132,382,217,2,100,True,white
BoxType1_#281,BoxType1,cube,205,245,389,225,1,100,True,black
BoxType1_#282,BoxType1,cube,468,423,352,370,3,100,False,green
BoxType1_#283,BoxType1,cube,162,157,280,183,3,100,False,green
BoxType1_#284,BoxType1,cube,320,187,439,482,2,100,False,blue
BoxType1_#285,BoxType1,cube,350,247,255,200,3,100,True,red
BoxType1_#286,BoxType1,cube,393,240,163,138,3,100,True,black
BoxType1_#287,BoxType1,cube,252,181,187,307,1,100,True,red
BoxType1_#288,BoxType1,cube,417,376,308,134,2,100,False,red
BoxType1_#289,BoxType1,cube,207,139,218,292,2,100,False,blue
BoxType1_#290,BoxType1,cube,234,117,415,207,1,100,True,red
BoxType1_#291,BoxType1,cube,390,161,332,476,2,100,False,white
BoxType1_#292,BoxType1,cube,195,290,360,232,3,100,False,green
BoxType1_#293,BoxType1,cube,113,282,147,332,2,100,False,green
BoxType1_#294,BoxType1,cube,331,339,296,427,2,100,False,blue
BoxType1_#295,BoxType1,cube,136,177,363,161,1,100,True,green
BoxType1_#296,BoxType1,cube,178,421,153,204,1,100,False,white
BoxType1_#297,BoxType1,cube,373,452,498,155,3,100,False,black
BoxType1_#298,BoxType1,cube,145,202,368,213,1,100,False,green
BoxType1_#299,BoxType1,cube,277,469,471,388,2,100,True,blue
BoxType1_#300,BoxType1,cube,317,253,319,199,1,100,True,black
BoxType1_#301,BoxType1,cube,349,348,427,116,2,100,True,blue
BoxType1_#302,BoxType1,cube,267,171,417,178,1,100,False,red
BoxType1_#303,BoxType1,cube,221,424,231,270,1,100,True,green
BoxType1_#304,BoxType1,cube,329,264,363,332,2,100,False,green
BoxType1_#305,BoxType1,cube,411,493,216,335,3,100,True,white
BoxType1_#306,BoxType1,cube,292,353,353,151,3,100,False,black
BoxType1_#307,BoxType1,cube,273,143,477,342,2,100,False,blue
BoxType1_#308,BoxType1,cube,160,361,144,276,2,100,False,red
BoxType1_#309,BoxType1,cube,269,129,488,208,2,100,False,red
BoxType1_#310,BoxType1,cube,296,480,433,285,2,100,True,red
BoxType1_#311,BoxType1,cube,234,331,232,351,3,100,True,black
BoxType1_#312,BoxType1,cube,132,399,363,136,3,100,True,red
BoxType1_#313,BoxType1,cube,137,337,168,473,3,100,False,red
BoxType1_#314,BoxType1,cube,118,347,430,149,2,100,False,black
BoxType1_#315,BoxType1,cube,384,199,222,211,1,100,False,white
BoxType1_#316,BoxType1,cube,170,308,142,431,2,100,False,green
BoxType1_#317,BoxType1,cube,365,308,220,468,3,100,False,white
BoxType1_#318,BoxType1,cube,229,198,211,237,1,100,True,green
BoxType1_#319,BoxType1,cube,440,387,289,360,1,100,False,blue
BoxType1_#320,BoxType1,cube,486,136,455,173,2,100,True,blue
BoxType1_#321,BoxType1,cube,487,451,200,448,1,100,True,blue
BoxType1_#322,BoxType1,cube,134,143,437,451,2,100,False,black
BoxType1_#323,BoxType1,cube,148,351,471,178,3,100,False,black
BoxType1_#324,BoxType1,cube,205,141,358,299,2,100,False,red
BoxType1_#325,BoxType1,cube,455,337,304,332,3,100,False,green
BoxType1_#326,BoxType1,cube,119,281,107,321,1,100,False,green
BoxType1_#327,BoxType1,cube,256,479,402,334,3,100,False,white
BoxType1_#328,BoxType1,cube,187,238,147,141,2,100,True,red
BoxType1_#329,BoxType1,cube,173,270,147,345,2,100,True,red
BoxType1_#330,BoxType1,cube,193,466,223,485,3,100,True,black
BoxType1_#331,BoxType1,cube,365,342,269,256,3,100,True,blue
BoxType1_#332,BoxType1,cube,283,432,247,465,2,100,True,red
BoxType1_#333,BoxType1,cube,246,213,204,100,2,100,True,white
BoxType1_#334,BoxType1,cube,216,354,228,186,2,100,False,green
BoxType1_#335,BoxType1,cube,431,161,377,213,3,100,False,white
BoxType1_#336,BoxType1,cube,304,390,418,323,1,100,False,green
BoxType1_#337,BoxType1,cube,226,472,200,361,2,100,True,green
BoxType1_#338,BoxType1,cube,154,167,234,411,1,100,False,white
BoxType1_#339,BoxType1,cube,207,410,167,495,2,100,True,green
BoxType1_#340,BoxType1,cube,298,437,489,500,1,100,False,red
BoxType1_#341,BoxType1,cube,119,299,313,233,2,100,True,red
BoxType1_#342,BoxType1,cube,423,260,148,101,2,100,True,red
BoxType1_#343,BoxType1,cube,259,452,125,461,2,100,True,black
BoxType1_#344,BoxType1,cube,344,339,401,306,1,100,False,red
BoxType1_#345,BoxType1,cube,104,415,403,115,1,100,False,white
BoxType1_#346,BoxType1,cube,198,134,172,481,1,100,False,black
BoxType1_#347,BoxType1,cube,311,273,123,377,1,100,False,blue
BoxType1_#348,BoxType1,cube,191,379,477,139,3,100,False,red
BoxType1_#349,BoxType1,cube,154,132,497,151,2,100,True,white
BoxType1_#350,BoxType1,cube,406,310,102,179,1,100,False,red
BoxType1_#351,BoxType1,cube,310,336,415,181,2,100,False,black
BoxType1_#352,BoxType1,cube,327,383,262,199,1,100,True,blue
BoxType1_#353,BoxType1,cube,125,392,180,429,1,100,False,red
BoxType1_#354,BoxType1,cube,390,449,182,174,1,100,True,black
BoxType1_#355,BoxType1,cube,193,307,145,155,2,100,False,red
BoxType1_#356,BoxType1,cube,333,310,196,229,2,100,True,black
BoxType1_#357,BoxType1,cube,472,246,416,460,1,100,True,black
BoxType1_#358,BoxType1,cube,418,107,160,168,3,100,False,white
BoxType1_#359,BoxType1,cube,140,456,439,100,3,100,True,green
BoxType1_#360,BoxType1,cube,295,134,132,332,3,100,True,blue
BoxType1_#361,BoxType1,cube,173,258,333,247,2,100,True,blue
BoxType1_#362,BoxType1,cube,246,217,148,280,3,100,False,white
BoxType1_#363,BoxType1,cube,130,248,435,340,1,100,False,white
BoxType1_#364,BoxType1,cube,490,251,208,321,1,100,True,black
BoxType1_#365,BoxType1,cube,194,319,197,339,1,100,True,white
BoxType1_#366,BoxType1,cube,386,345,199,120,1,100,False,red
BoxType1_#367,BoxType1,cube,244,493,240,183,3,100,False,black
BoxType1_#368,BoxType1,cube,159,317,499,220,3,100,True,black
BoxType1_#369,BoxType1,cube,409,265,329,275,1,100,True,red
BoxType1_#370,BoxType1,cube,282,359,164,232,2,100,False,white
BoxType1_#371,BoxType1,cube,103,186,479,468,1,100,False,black
BoxType1_#372,BoxType1,cube,397,288,466,401,3,100,True,red
BoxType1_#373,BoxType1,cube,478,167,446,134,3,100,False,blue
BoxType1_#374,BoxType1,cube,160,451,226,230,3,100,False,red
BoxType1_#375,BoxType1,cube,296,446,194,435,3,100,False,white
BoxType1_#376,BoxType1,cube,332,412,457,236,2,100,False,black
BoxType1_#377,BoxType1,cube,194,314,153,457,2,100,True,black
BoxType1_#378,BoxType1,cube,477,490,372,429,3,100,False,red
BoxType1_#379,BoxType1,cube,197,134,206,500,1,100,True,blue
BoxType1_#380,BoxType1,cube,225,434,352,341,1,100,False,black
BoxType1_#381,BoxType1,cube,106,309,315,109,3,100,False,white
BoxType1_#382,BoxType1,cube,424,258,171,242,3,100,True,black
BoxType1_#383,BoxType1,cube,131,266,153,202,3,100,True,black
BoxType1_#384,BoxType1,cube,372,126,484,441,2,100,True,white
BoxType1_#385,BoxType1,cube,440,365,359,216,1,100,False,green
BoxType1_#386,BoxType1,cube,264,360,168,329,1,100,True,black
BoxType1_#387,BoxType1,cube,310,105,224,223,2,100,True,white
BoxType1_#388,BoxType1,cube,448,315,116,401,2,100,True,green
BoxType1_#389,BoxType1,cube,473,470,436,283,2,100,True,black
BoxType1_#390,BoxType1,cube,200,277,175,124,2,100,True,red
BoxType1_#391,BoxType1,cube,437,403,489,151,3,100,True,green
BoxType1_#392,BoxType1,cube,382,362,262,281,3,100,True,red
BoxType1_#393,BoxType1,cube,388,298,224,185,2,100,False,red
BoxType1_#394,BoxType1,cube,302,131,369,173,3,100,True,green
BoxType1_#395,BoxType1,cube,482,351,238,407,2,100,False,red
BoxType1_#396,BoxType1,cube,306,460,236,492,1,100,True,white
BoxType1_#397,BoxType1,cube,232,398,196,243,2,100,True,red
BoxType1_#398,BoxType1,cube,401,163,490,193,2,100,False,red
BoxType1_#399,BoxType1,cube,355,312,245,383,1,100,False,white
BoxType1_#400,BoxType1,cube,252,340,125,421,3,100,True,blue
BoxType1_#401,BoxType1,cube,346,470,366,324,3,100,False,red
BoxType1_#402,BoxType1,cube,376,108,224,380,2,100,True,blue
BoxType1_#403,BoxType1,cube,382,422,270,422,1,100,True,black
BoxType1_#404,BoxType1,cube,352,273,103,329,3,100,True,black
BoxType1_#405,BoxType1,cube,108,455,414,256,2,100,True,blue
BoxType1_#406,BoxType1,cube,306,123,335,114,3,100,True,white
BoxType1_#407,BoxType1,cube,139,270,278,421,3,100,True,green
