name,width,height,depth,weight
BoxType2_#2,33.33061655390278,26.480448138755694,37.07891822850483,21.224271608935037
BoxType2_#3,25.0588953420365,30.864114949591084,25.586955263087976,35.109840344188605
BoxType2_#4,23.734996133685208,21.43392926129693,35.80828359644639,35.324486051365504
BoxType2_#5,22.82872952145649,39.059011903594126,37.81543183829034,20.794239441606297
BoxType2_#6,26.84418754815886,26.432216156581248,23.724573946672617,20.71490948426796
BoxType2_#7,22.96145749768626,23.924671150767086,32.08818510891462,26.72396133808133
BoxType2_#8,25.40491939720073,20.489470730842324,39.34067578055664,39.68209267768849
BoxType2_#9,29.2361672720663,36.77695242541234,24.862940485505007,28.59407583389008
BoxType2_#10,22.389866838871605,35.73647660721653,31.993208297190645,36.517422733986336
BoxType2_#11,33.018534688118955,39.505270875518605,37.432991495101014,26.592050764472873
BoxType2_#12,22.03497225984975,29.340160872192723,30.847843698093342,37.744553412503805
BoxType2_#13,36.09614644305835,30.812375485013472,39.36139904144031,20.148814191564455
BoxType2_#14,25.88087751187217,33.310843682323636,37.16685243748307,27.255439800424163
BoxType2_#15,29.197838179830423,29.19585778826722,38.62965155629449,24.07771902063378
BoxType2_#16,39.79005897767021,20.824380767637244,35.034135305448295,24.674156584646553
BoxType2_#17,39.54192482927843,30.374130635265935,34.24118346200868,38.104905161457836
BoxType2_#18,37.91437320186129,24.03472972464849,36.856726097894644,29.325872821078274
BoxType2_#19,29.21664654318183,35.8901876906853,33.959159906092985,21.380460895327204
BoxType2_#20,38.525803022365665,21.81553101892299,29.46785458109917,34.52997307165426
BoxType2_#21,20.069618772545887,30.94206208813966,34.83970767131771,35.78355215837653
BoxType2_#22,26.56099131645385,23.719956934152627,35.187582191802775,30.13904250467881
BoxType2_#23,29.231166004789984,37.55889291911473,30.60492926819543,28.90420986635086
BoxType2_#24,32.704757632812225,22.554374012423406,32.47100377395171,25.50116618299977
BoxType2_#25,35.97000618419335,21.338371807284197,26.439155381512293,31.239636802556454
BoxType2_#26,20.972521021536842,38.116705363238665,26.883470996507423,30.937217674317623
BoxType2_#27,36.739985374965606,20.94816691327527,38.82286106429715,27.660604214035093
BoxType2_#28,39.49142343137186,25.174377359994303,28.9542977757611,24.98344280915622
BoxType2_#29,38.467083224232894,27.497451772721348,21.899108353842653,25.674454841939117
BoxType2_#30,20.890644502776045,31.321638013582064,29.07902234161561,37.134004449977624
BoxType3_#1,34.50542586831548,38.668518190086964,30.834569509200154,20.157347725741758
BoxType3_#2,28.56605349407931,31.93330065795501,27.23410048910316,29.845135252935922
BoxType3_#3,28.325600714756856,23.642319401732202,34.78292948330037,26.08535837639509
BoxType3_#4,26.636684474143433,27.163126029655132,28.881875984191833,20.398285930572598
BoxType3_#5,22.667070483810086,21.483790891370766,24.423837766184192,39.101170008714675
BoxType3_#6,36.344397225682826,38.52281637396355,34.54385229160044,20.026622365097296
BoxType3_#7,36.073032206715425,34.0312349198833,34.487288311022,30.36300659034994
BoxType3_#8,23.589812390213634,35.736195065513655,38.63418120881136,37.87072237859643
BoxType3_#9,23.205350467462548,35.93677720454819,25.41160370595489,25.679621976671918
BoxType3_#10,23.844613060720043,29.34294345349587,37.635313870807245,33.97115320379694
BoxType3_#11,28.899511036215202,26.4248077731091,31.17956208660685,29.785997642847732
BoxType3_#12,39.231154525879084,26.298133984070322,38.03713885419525,38.985394343466794
BoxType3_#13,34.5865529764402,30.145476607085772,32.25958523275055,30.74049854598165
BoxType3_#14,22.193090914597406,23.060151285963315,33.49080008727691,26.3076779013968
BoxType3_#15,24.721434591161426,36.097686401255444,38.528956026509476,39.843126537633296
BoxType3_#16,37.21228761241092,21.901802206128487,28.930444958816135,24.461048715752007
BoxType3_#17,33.327343864091326,29.772556503807756,20.370341961056774,34.14342649766243
BoxType3_#18,21.383363734159257,30.786122777438116,32.385764676859054,25.029211747625098
BoxType3_#19,21.575103768244315,39.65987953071672,36.937247269713694,38.22720300409081
BoxType3_#20,33.942458831535,26.979975682094775,37.99901421678017,31.155558075230772
BoxType3_#21,24.067579850176813,39.95860959992696,30.38952507735292,39.048089056224434
BoxType3_#22,26.487253435411652,38.87248137603365,34.74272504980868,30.41781329218947
BoxType3_#23,36.83909696188847,21.41367675511703,30.258150162024872,24.36319091058509
BoxType3_#24,30.746539830180843,26.03308854655971,34.28558693866545,33.15421286282173
BoxType3_#25,33.65414729725403,28.991527041073624,39.3136742645112,34.32700362554757
BoxType3_#26,29.882717322478562,35.73167486601907,24.592336057276807,20.15318344642929
BoxType3_#27,28.442799464487496,36.853987705252905,20.720803353654027,24.7351747087514
BoxType3_#28,34.52841060653585,26.831759074267147,24.650805510555163,38.79813894672503
BoxType3_#29,20.50068505906574,31.697511487598618,35.45768732007232,20.14104337081611
BoxType3_#30,39.23206046347186,31.66666822963249,39.07812379978936,33.05044787940165
BoxType4_#1,32.42983593282508,22.78561214842131,23.304896737948965,30.69503951326431
BoxType4_#2,25.46404733499147,25.67753322608614,20.720365618791057,37.245719921992446
BoxType4_#3,38.66984567813771,38.57204557030194,20.867817390624886,21.79386034616861
BoxType4_#4,37.73815630211641,29.0661017991253,26.63621772600525,24.55807623554194
BoxType4_#5,24.2586979591185,37.564917122545396,27.42802647370938,32.19065183796466
BoxType4_#6,33.08821136244574,22.498287171148306,39.886355071080956,23.272718295165326
BoxType4_#7,34.21711574143149,33.40663808798445,29.02445923617118,34.175653086227214
BoxType4_#8,26.068765592703123,27.32418152433106,35.54831164864282,37.8438305953634
BoxType4_#9,35.85507669575401,38.22790518226484,34.13694123644811,36.95049340490433
BoxType4_#10,24.181099160553046,35.31752856350518,27.653436701035297,22.83781576396097
BoxType4_#11,36.5178310534549,30.805685137986742,30.08095294560283,33.56298628893775
BoxType4_#12,26.62462576180702,31.496528501701818,32.67395564114922,23.340184500069615
BoxType4_#13,38.82406746940171,26.31769937516644,26.909177191477504,23.708301618027544
BoxType4_#14,37.99381154136766,26.16447860439105,39.953014346864286,33.56535666083335
BoxType4_#15,39.4343186892753,30.104238992690018,29.808861323126408,28.224076650796825
BoxType4_#16,34.622273280195046,38.98272156316689,34.151164412914135,21.2973182606016
BoxType4_#17,37.92741117900916,38.49011424756057,37.91509073366759,23.318903387914844
BoxType4_#18,29.594501106067113,30.662081059543347,30.149128524164077,30.04925050373836
BoxType4_#19,26.226439078394485,20.16844356308614,31.46183235297607,24.465166540845644
BoxType4_#20,23.438026669188275,23.045203474822454,24.369999835244332,27.97290566870983
BoxType4_#21,37.838665660064244,30.014380608724938,22.638540753437088,35.80181399848339
BoxType4_#22,36.77047208370628,37.100887963044094,31.956812046451127,29.4158196706298
BoxType4_#23,25.686021698614397,35.47787299584381,39.019863210541715,26.183428773508197
BoxType4_#24,37.73671903301133,22.96966969969148,22.042504189216903,26.79341955661335
BoxType4_#25,27.246648729542354,26.61203818848323,30.20367050833428,30.814314482353396
BoxType4_#26,21.385302598603072,33.91363390074066,36.01200518907916,36.3842756290862
BoxType4_#27,22.398633928990645,28.135952763921455,39.42824852268083,26.779384360753873
BoxType4_#28,22.778040094101687,28.346096177406928,34.0248726959964,25.31993577857628
BoxType4_#29,32.43768034816554,24.42607857531601,33.87825214450844,21.25685989272932
BoxType4_#30,31.190383428620787,21.699464771347788,38.00031217143563,23.035002335424053
BoxType5_#1,39.46985221498139,23.170832725362246,25.716067935134006,33.68136495927344
BoxType5_#2,20.4019690130662,31.826721370503655,21.80146403587917,30.980275614274767
BoxType5_#3,20.162139440028874,21.291301194490465,21.176106374744425,33.5919013526518
BoxType5_#4,39.02268533160412,30.794400066423268,33.755336551172526,27.973283676698202
BoxType5_#5,39.45555251088604,34.366657246549,24.872819454440663,36.39702341964098
BoxType5_#6,29.97820466508358,37.89143608607895,38.33073972986596,32.96595553153732
BoxType5_#7,33.59870545946268,35.749405672169836,23.50053963947539,28.723821608804354
BoxType5_#8,37.916999602925316,27.276738769637845,31.504109712269177,20.116977111554753
BoxType5_#9,30.489689383144352,20.155616828536132,37.27430200412678,24.179536583102667
BoxType5_#10,33.36801789555763,35.39826753879912,30.449662057968613,31.13825607173279
BoxType5_#11,34.337602481841145,39.604892282521995,24.105889036325763,34.76496903555169
BoxType5_#12,29.027123415886035,39.65550781907465,35.60226685718875,31.97765689908522
BoxType5_#13,27.678365340235356,27.929403869344906,24.500060313737368,29.713165865910465
BoxType5_#14,30.628192618959694,38.88528842241115,36.1778647368216,21.006703734782015
BoxType5_#15,36.21849178785274,29.36019803215507,24.12201609916677,29.490298287676094
BoxType5_#16,35.69455756210702,26.72350522727581,28.816517274264292,30.768553626121687
BoxType5_#17,21.352287457619184,30.607270580393124,28.55325137229022,39.55904969363996
BoxType5_#18,29.02006070083694,30.292678688015407,38.857869997765164,24.552043290036494
BoxType5_#19,33.8694304015376,26.814868456152528,38.32764628823034,36.54480006085465
BoxType5_#20,34.52850971299303,30.592688069721675,24.22477427586452,25.175486789848627
BoxType5_#21,32.28856270814937,21.814255624390807,24.703029500164845,38.9034563928121
BoxType5_#22,25.585408885427828,33.85698103480691,32.571194914100346,33.48854603091259
BoxType5_#23,24.172606906149525,22.42923003541407,22.85599590818755,31.659216233319498
BoxType5_#24,38.99625415255177,24.176930941060625,23.801956041300684,39.41184070579094
BoxType5_#25,29.881813095839505,35.86872065118943,39.53119978929866,35.16202411731115
BoxType5_#26,34.63687101125283,37.38903652881372,21.282192838703104,34.05614844712039
BoxType5_#27,28.60866714506465,24.383887444478567,25.20462018188153,25.697036134231936
BoxType5_#28,22.457891951070728,24.981540560751633,30.482219885032283,29.333839101438286
BoxType5_#29,32.57531610738543,22.188936200433076,22.90249710203469,21.040742269672574
BoxType5_#30,24.849654383411735,36.50839512703668,21.142576084121085,32.52304474150752
BoxType6_#1,36.455649981747655,31.813743349727766,35.36428770714312,34.325115050420834
BoxType6_#2,20.929669598472582,32.93788702017421,20.841227991810023,23.074733445538776
BoxType6_#3,34.29990112676588,39.86628751196767,22.235360118070624,39.93386789574673
BoxType6_#4,31.792468044025437,27.2213686982821,37.73377599370499,33.406420008200854
BoxType6_#5,32.89859242893858,24.700093626767277,22.554561356657175,27.496813574257303
BoxType6_#6,38.76595531797313,29.693210516211344,23.331957887684254,31.196106272054514
BoxType6_#7,29.774427725656025,36.897452749449876,30.87090225314113,25.68181506039994
BoxType6_#8,28.845396653243853,37.43512386527991,31.84526285402653,35.616106177848756
BoxType6_#9,24.41390390638623,29.763516764471575,35.583090369876416,33.14914801212153
BoxType6_#10,37.613697877110695,35.34775993832957,36.058555277333596,29.466050205398197
BoxType6_#11,39.680439323403846,23.46106267874902,38.48409789584089,36.46482720064738
BoxType6_#12,24.511093559148787,35.85473783132893,30.312609625533696,34.772602365989
BoxType6_#13,28.853585335173243,27.339204731619812,28.520066448007512,39.53517523257308
BoxType6_#14,34.40229448788375,27.39769079983293,21.855616345651462,31.469452019607573
BoxType6_#15,36.39149176449865,24.852106802068292,27.156624666070908,26.942141534381022
BoxType6_#16,38.846242890785945,30.768882017690224,20.37188414065295,37.8650368558374
BoxType6_#17,37.01267241122305,27.189289064934012,38.73664396695706,26.097651803976216
BoxType6_#18,34.19004636806938,31.094019220375444,20.102484814317748,33.9792972922683
BoxType6_#19,21.246489895442362,22.18138823217038,38.91093122231077,39.5906225662878
BoxType6_#20,27.081355288065105,24.396888305866767,27.144161886469387,27.160713253778418
BoxType6_#21,22.369064016356223,25.95490280008277,27.73451026672338,36.13855151189392
BoxType6_#22,21.688494375905037,38.88815054738022,29.977232291901657,29.776098331422663
BoxType6_#23,30.071999405786173,26.17072329685564,37.84745448674842,35.70791799743717
BoxType6_#24,34.112365423499476,26.997700819200855,29.448925898664598,33.21476193554457
BoxType6_#25,33.160725169718454,31.81836630211107,20.466420063148814,21.26931025387486
BoxType6_#26,30.037761170555132,34.93163287098996,28.268492807508697,29.14986157543037
BoxType6_#27,20.804467792359443,37.66523553564305,26.8858294098683,27.834769539557556
BoxType6_#28,32.30768671924707,25.866429262684782,29.028416955528115,26.172387302596672
BoxType6_#29,37.47512647350193,28.37831997434578,35.897248725355354,28.02556405057981
BoxType6_#30,24.010091705673908,26.25922458782045,31.266386473762626,23.083299446243927
BoxType7_#1,31.731164863130008,30.847739930514077,20.542981715624038,26.186553725242725
BoxType7_#2,38.23730767705942,31.683460461696193,25.698265271152362,33.328316908824135
BoxType7_#3,39.57007334357362,34.72739959880987,33.68830343708826,29.516479390301882
BoxType7_#4,29.87776520978705,39.60830653826819,25.14348105179424,34.3450449134413
BoxType7_#5,20.479537026664648,33.784076211893954,20.071697709034794,36.696638862123315
BoxType7_#6,23.608546173571412,39.3591502788487,34.477376931874666,34.22145122800253
BoxType7_#7,23.728985998568966,34.72368694022662,26.06496817420757,25.35049268951393
BoxType7_#8,21.62429508078889,33.818821514639936,37.456234770004954,33.321721096919575
BoxType7_#9,29.563353469900346,35.21433364667967,33.486570990074014,30.289397189168874
BoxType7_#10,34.677180066214966,29.90990286112167,26.840622914905545,28.082833681555023
BoxType7_#11,29.02571709860004,31.74579553753802,33.95552185982268,35.127917384454015
BoxType7_#12,38.74615785692965,30.03683640421939,23.77745685507959,38.766063083430026
BoxType7_#13,39.8452212467496,39.697201169354344,33.76233565556221,22.12464719656268
BoxType7_#14,30.473357108736955,37.43052635557332,38.02951674503136,26.839103418032515
BoxType7_#15,32.435756120575135,23.856347917045195,38.15641845898041,38.7435619590777
BoxType7_#16,26.634898686368103,38.45505719172432,34.893222863563714,24.74566805058303
BoxType7_#17,33.4699538848905,39.337767464862864,36.07241632510177,24.809794389980382
BoxType7_#18,20.436490163075618,23.13489503547169,32.31271372754996,37.51730180532695
BoxType7_#19,23.606169067579067,28.26161996939442,30.651918365113126,26.767274852133262
BoxType7_#20,33.280347005857045,32.77418300666251,38.66434302028054,31.588316018571962
BoxType7_#21,24.854012197111597,21.538836367914026,26.200672620569556,20.829603829635438
BoxType7_#22,30.88519036274176,39.44472076818468,35.17962787636385,32.07301810750903
BoxType7_#23,25.67068829219835,28.505996742071062,23.21953870706268,35.431890108232054
BoxType7_#24,32.006836291045374,35.2375032639566,37.16432187712165,23.965045936278308
BoxType7_#25,26.739563104059904,25.96729398008536,28.93917607785825,22.4842662597043
BoxType7_#26,36.27574222259357,21.677200511767737,21.97172339737529,29.012958738064363
BoxType7_#27,24.398295424150096,21.285411677507344,26.173101854522205,33.179587485929744
BoxType7_#28,32.96821802519645,31.464191046050694,20.306633004536796,21.12906919754807
BoxType7_#29,22.40690221142338,24.143860406036325,25.2023159043123,32.53193324936167
BoxType7_#30,20.43642877382531,24.74250365619273,34.2421775906368,29.455886102837468
BoxType8_#1,37.1214880146644,26.357973405547057,36.78379389083674,22.915472493967115
BoxType8_#2,23.403438280608157,27.70456045686874,38.2986580363255,37.21483152591781
BoxType8_#3,23.067749200695065,35.286197296283,26.094970184606197,27.782017827069403
BoxType8_#4,21.503620190243435,28.22050467445857,27.082840528088298,39.03842516410518
BoxType8_#5,29.949851513510204,36.700425063567344,25.30822137125192,35.18630973163871
BoxType8_#6,24.754193627903405,29.127687679845863,20.577234009780554,21.14083104779542
BoxType8_#7,24.38152761949889,23.114944957359956,28.645949673557038,24.92315563482445
BoxType8_#8,33.14024618018509,29.813399611452613,36.30475051195555,38.57416597925753
BoxType8_#9,33.87126276578408,24.667117208722754,38.03103832715505,30.115687390329498
BoxType8_#10,25.59482952475787,38.50879302905962,26.08510699729429,23.04094563719024
BoxType8_#11,31.56463860225061,33.584387624457214,25.678851456917954,37.89757550395897
BoxType8_#12,24.235661184781673,38.070525083560014,22.279438061530247,32.433242957769096
BoxType8_#13,39.73831871034115,36.718712721388485,32.88102625164042,24.98531336863074
BoxType8_#14,30.138890351994334,26.892261175047032,37.94605590697638,36.611552416445406
BoxType8_#15,35.453710052003785,28.314311071386832,22.649556091117052,38.51804741176329
BoxType8_#16,22.280597315740657,33.15839866800082,26.81106441544946,37.74471783658112
BoxType8_#17,39.095338972224454,20.8582481748872,25.089840778647396,36.35447258647064
BoxType8_#18,39.01265356979998,21.276153682710035,38.18782905832863,33.871154622589216
BoxType8_#19,22.576148067695478,20.26743809202121,20.71042228415574,29.023627434713397
BoxType8_#20,33.3667293829278,34.80119183045284,31.90401116661155,37.717482822506355
BoxType8_#21,24.39314771013194,26.98297331179174,27.00151035308184,33.08368312241437
BoxType8_#22,37.388069253953475,33.48916540652733,33.85487058514116,25.547741445350415
BoxType8_#23,36.79031041220543,29.73619811250842,30.24567433895836,27.92022288499588
BoxType8_#24,36.2732230820272,28.381567345068838,29.786279262466408,29.527730474986175
BoxType8_#25,36.47224053709497,25.499199502704787,38.03107814595739,27.82192849181311
BoxType8_#26,36.62176836487898,35.521848645191,24.903409399100994,32.17130271512925
BoxType8_#27,27.20786819542663,27.70250867183833,27.65581507632135,34.093402823865894
BoxType8_#28,25.109147908632256,32.54945106743489,37.36258186469428,24.357092202965447
BoxType8_#29,39.2441705570458,33.64832174523979,31.665466885457732,22.885448362209022
BoxType8_#30,32.58185582308083,31.27930188880594,33.24733867302639,34.57412054401104
BoxType9_#1,35.29913383512051,39.995376746265606,38.6219912411687,22.358356331868592
BoxType9_#2,27.998714291231803,32.70107564486213,36.91544187027526,28.129842487879554
BoxType9_#3,23.1848249478443,35.87088945484902,35.7268486152212,36.79091216313944
BoxType9_#4,31.54267886992433,23.911546834750286,20.786635010302575,34.814510539764605
BoxType9_#5,36.80084991478894,22.42680348727231,34.143662359289195,25.885164238444915
BoxType9_#6,25.27712970885167,25.08107542840885,24.704817419562026,26.4325321409869
BoxType9_#7,35.408426497636356,21.61854230125297,36.98108421739522,35.39661949090311
BoxType9_#8,26.471425272719124,36.10302353810826,39.44806821514153,32.66286408516445
BoxType9_#9,20.431279541816288,27.482960040335595,28.370738668220596,25.741403372998136
BoxType9_#10,32.4729499385806,29.434378662743647,23.988353720374633,31.373164294891318
BoxType9_#11,28.499789509655695,24.483220628661257,24.95487131383586,32.67806750372247
BoxType9_#12,31.467430517855615,23.096415303060272,22.6376013807062,26.533802618201506
BoxType9_#13,39.28999843605273,35.81301257123549,20.818294898553106,39.823537041043664
BoxType9_#14,20.501359533210564,37.808399717095014,32.00858513907362,26.828536585146917
BoxType9_#15,22.848095946354878,21.027513575568744,31.12444090699381,39.27285904906738
BoxType9_#16,34.471098190813564,28.0021700288548,30.099428227454677,29.40736245761181
BoxType9_#17,30.7964755661381,25.645921257122964,21.60810354571374,36.25032592280151
BoxType9_#18,34.403318787459874,37.58044079314239,28.47665343258682,32.64735333396064
BoxType9_#19,34.395242694784,23.81311889080271,39.73426972916738,24.304752981421345
BoxType9_#20,25.927908944103944,36.95014341692139,23.298891220685558,28.400582796464683
BoxType9_#21,34.620398737067546,34.404939915679705,26.168300840771117,27.982373008546407
BoxType9_#22,23.514437218075358,33.28857227506972,36.86056721319706,26.243452537886654
BoxType9_#23,38.922979772627,37.025153494586036,30.53355241503951,20.625190839856778
BoxType9_#24,28.98035367778782,23.622513493592493,29.363283980764052,28.483009661318388
BoxType9_#25,27.455184328445696,38.398012741843374,26.062457114688335,30.29095028380226
BoxType9_#26,38.48762408307077,26.375292022904176,28.675288709861526,34.689819078376914
BoxType9_#27,32.6277364161648,25.993020985578717,22.46368147168591,22.882448140597305
BoxType9_#28,24.581772220334656,20.290024483295266,29.16662758803416,26.637082263021366
BoxType9_#29,37.547399739105984,25.812158181345893,21.548137004156157,30.71189677952305
BoxType9_#30,26.62099320085167,22.69569688310745,22.65687513216077,29.942155088548805
BoxType10_#1,31.105994747184788,20.780122255171953,31.559037407760986,29.265526544476938
BoxType10_#2,27.8403397493422,37.344464478358454,28.302040021547242,28.575120241097522
BoxType10_#3,35.587018617891225,21.86762207463195,34.37032084359311,20.814091916904403
BoxType10_#4,37.82344953127677,32.81483891837908,29.75529590104379,31.295425110718174
BoxType10_#5,38.947517855983435,23.90540752573436,34.259391449870236,36.65198949841968
BoxType10_#6,36.03155454795073,23.115014482389665,29.63337862196212,37.334933555422275
BoxType10_#7,37.671479550780596,37.40873491277506,30.59126630909816,23.717292087190696
BoxType10_#8,25.484652563391503,33.3799787657364,22.671707482392243,39.44992510732393
BoxType10_#9,20.88843914451524,31.759422202178705,37.193125100170576,27.26601375609672
BoxType10_#10,39.83221846985428,24.799900072777913,32.92080946509976,35.302278540939525
BoxType10_#11,22.471746052178688,26.6276858501431,20.344628631839697,21.66516835248286
BoxType10_#12,24.85958426340012,36.729710196207854,27.412186673912835,37.14413681436211
BoxType10_#13,29.62509528826837,29.150846312405434,21.215444058090128,37.3456775763051
BoxType10_#14,35.46501957720654,28.181284897114892,20.113247151905846,22.441533665612653
BoxType10_#15,27.795706198965934,25.91229753555272,28.763259834051063,38.74140976669675
BoxType10_#16,22.319641048871105,37.06656342062468,26.042971974144393,35.90391152201019
BoxType10_#17,31.681384070769802,30.57700160425334,32.184703258631345,29.830059444166448
BoxType10_#18,20.950651385666678,39.5583353784931,38.767685899311914,20.11502529423541
BoxType10_#19,34.304718437813506,21.7928486632943,24.582895992418756,39.816439084172
BoxType10_#20,36.834658434621,30.173384808951145,32.044303379956766,34.49759437778526
BoxType10_#21,34.5720842996075,22.61812072231954,32.20134981110265,27.169379862005027
BoxType10_#22,28.03314124769932,27.40254420478267,23.092263040780434,24.961934156166883
BoxType10_#23,38.66285439443365,35.23165073150911,22.243734817549456,31.923242938380785
BoxType10_#24,26.422650280449098,39.312006652575,32.59759829755451,32.00241143176847
BoxType10_#25,20.84071443967507,23.327748226986596,31.257372061123604,25.045885353445314
BoxType10_#26,28.457198470120897,35.460100065364415,33.698875363089556,27.317795156503202
BoxType10_#27,37.38221155828696,24.67616289870817,34.9721170358713,23.81040124661046
BoxType10_#28,36.08058767611956,31.31286031882433,20.875596846223104,37.2439444338665
BoxType10_#29,34.26892496768724,26.7597611765297,21.18770686783839,39.404936909642274
BoxType10_#30,25.408829145605665,35.32850745558474,20.92377077819401,36.88149910844298
BoxType11_#1,37.194031644264115,27.018160980192253,28.133445274100023,37.02967248081795
BoxType11_#2,24.46326689522589,35.05356644438795,23.922109549001068,22.021300220864013
BoxType11_#3,31.332561624554863,28.355551673682275,20.579456075888295,29.59624751899223
BoxType11_#4,30.471042929023362,22.233336326871036,26.087474820121464,35.861121065019496
BoxType11_#5,23.758848837812636,37.69856757846925,21.777566493292102,20.911391733866466
BoxType11_#6,38.35850585222602,33.65951723485727,27.170513624745084,26.559129611318284
BoxType11_#7,27.92586707289707,31.44125180696714,24.386235453576305,23.333543756003582
BoxType11_#8,21.450313702618313,37.898621831235296,32.56739470038893,23.904415875934777
BoxType11_#9,35.41754586184201,29.199177088264996,28.101440510095344,27.939150801665246
BoxType11_#10,27.483929872220795,30.613055324738085,33.30278165549616,39.14863008907867
BoxType11_#11,22.621642637199017,29.54040607545288,29.2286706653835,28.482483135334654
BoxType11_#12,26.838219278507346,39.50932484863206,24.32155950717159,28.735114006123933
BoxType11_#13,25.189970580749836,37.50839974492682,37.608224297952944,22.14289177648155
BoxType11_#14,32.596337365210175,29.300869340478336,33.921382835803655,30.56208040453628
BoxType11_#15,34.75441700886993,39.203864043854686,27.98473094041647,21.04194152499492
BoxType11_#16,34.64200693507607,31.12632332162006,36.31647037672366,20.247772708640433
BoxType11_#17,37.35086594092948,32.29700507399417,39.04014096284338,20.446273206707314
BoxType11_#18,21.056380659279498,39.91592161300359,25.887701280255968,25.24445766712244
BoxType11_#19,21.906977977347832,35.27575337191851,22.112531436047767,20.465572088357046
BoxType11_#20,34.495221255827744,30.394342832734623,39.9190520162972,22.957775992075696
BoxType11_#21,33.19453446324043,24.356328587896158,38.569941346296424,23.131187370495844
BoxType11_#22,25.438972675125697,29.46139139578065,30.01798797344442,25.01695144017532
BoxType11_#23,21.266986383690238,38.26337042170124,20.274650409995644,36.0993102512256
BoxType11_#24,22.765470881405907,31.44298738805178,23.691335451748646,39.640109442678934
BoxType11_#25,23.467345866981493,32.70940547596433,29.812586629941812,35.25420187480107
BoxType11_#26,37.30083005518866,37.181713915452264,29.66055963011914,20.14482605261798
BoxType11_#27,25.544592250166748,34.22242788215513,24.4522850637922,30.48173760735967
BoxType11_#28,24.570979009297908,35.56520188106376,31.43342165277371,32.45771575252137
BoxType11_#29,24.608916149587856,29.598220565182167,30.191825602016305,32.5679902604293
BoxType11_#30,35.354435472895865,21.6939378264705,29.152414006846637,26.876768571396028
BoxType12_#1,37.81618272065589,36.06311139133091,34.268353234215596,28.519862138751307
BoxType12_#2,26.548991746291648,36.790910858088566,21.56447149257682,21.68564165241644
BoxType12_#3,22.23729682389549,35.03609791386677,38.679067629124816,32.162142573372385
BoxType12_#4,25.74135544641115,23.19148442328458,25.49295667218129,21.987452615083626
BoxType12_#5,28.57342102684098,30.1770181183482,37.42750054752179,30.098453140585892
BoxType12_#6,37.49112543766951,25.361331118285698,32.925939663468675,35.97234331772475
BoxType12_#7,35.40765389657209,22.234183976149524,35.25555633500534,27.84170703276754
BoxType12_#8,39.644011378330546,20.921432319352945,39.76948053693276,26.270101731187108
BoxType12_#9,30.49183757627671,23.702544971575332,35.10788700036693,39.1910817103944
BoxType12_#10,23.48930976633477,34.65994425307098,22.63591818477746,20.527746316879732
BoxType12_#11,37.570144570619796,34.652462439566946,34.11417248307591,20.772937877218855
